wl(um),n
0.2066,0.14870892824
0.21089508319,0.151970840713
0.215279458439,0.155558842717
0.219754982075,0.159465728953
0.224323549012,0.163687962092
0.228987093564,0.168225204715
0.233747590255,0.173080140917
0.238607054657,0.178258672758
0.243567544248,0.183770688574
0.248631159276,0.189631749448
0.253800043655,0.195866213936
0.259076385867,0.202512473121
0.264462419893,0.209631010497
0.269960426156,0.21731581198
0.275572732488,0.225709109704
0.281301715116,0.235018493194
0.287149799665,0.245534150604
0.293119462189,0.257642696867
0.299213230217,0.271833170684
0.305433683824,0.288690851782
0.311783456723,0.308875894557
0.318265237381,0.333086310428
0.324881770154,0.362007978444
0.331635856454,0.396257217243
0.338530355932,0.436323155266
0.345568187689,0.482517250156
0.352752331512,0.534935954108
0.360085829136,0.593440245533
0.367571785533,0.657653227336
0.375213370223,0.726974777311
0.383013818621,0.800610626924
0.390976433402,0.877612308438
0.399104585903,0.956924065953
0.407401717548,1.03743292966
0.415871341306,1.11801855563
0.42451704318,1.19760000833
0.433342483722,1.27517731059
0.442351399584,1.349866234
0.451547605104,1.42092540055
0.460934993913,1.4877752835
0.470517540592,1.55000911701
0.480299302349,1.60739604841
0.49028442074,1.65987710648
0.50047712342,1.70755473251
0.510881725935,1.7506767517
0.521502633549,1.78961577412
0.532344343107,1.82484512027
0.543411444943,1.85691247129
0.554708624818,1.88641253355
0.56624066591,1.91396005774
0.578012450835,1.94016453135
0.590028963715,1.96560774417
0.602295292289,1.99082519821
0.614816630068,2.01629201118
0.627598278532,2.04241358187
0.640645649374,2.06952090067
0.653964266795,2.09787005132
0.667559769839,2.12764520315
0.681437914784,2.15896425661
0.695604577575,2.1918862768
0.710065756315,2.2264199112
0.724827573806,2.26253210873
0.739896280135,2.30015660893
0.755278255329,2.33920182533
0.770980012047,2.37955788875
0.787008198346,2.42110273425
0.803369600489,2.46370720523
0.820071145824,2.50723921178
0.837119905712,2.55156702038
0.854523098523,2.59656177443
0.872288092693,2.64209935317
0.890422409845,2.68806167582
0.908933727968,2.73433755087
0.927829884674,2.78082316056
0.947118880514,2.82742225879
0.966808882365,2.87404614943
0.986908226887,2.92061350052
1.00742542406,2.96705004005
1.02836916076,3.01328817007
1.0497483045,3.05926652842
1.07157190709,3.10492952073
1.09384920857,3.15022684046
1.11658964103,3.19511299006
1.13980283269,3.23954681321
1.16349861191,3.28349104512
1.18768701137,3.32691188579
1.21237827235,3.36977859959
1.237582849,3.41206314288
1.26331141285,3.45373982089
1.28957485725,3.49478497396
1.31638430203,3.53517669305
1.34375109819,3.57489456374
1.37168683271,3.613919438
1.40020333347,3.65223323277
1.42931267422,3.68981875415
1.45902717974,3.72665954621
1.48935943101,3.76273976335
1.52032227059,3.79804406511
1.55192880799,3.83255753249
1.58419242529,3.86626560491
1.61712678277,3.89915403692
1.65074582469,3.93120887393
1.6850637852,3.96241644638
1.72009519439,3.99276338163
1.75585488439,4.02223663313
1.7923579957,4.05082352648
1.82961998359,4.0785118218
1.86765662461,4.10528979225
1.90648402331,4.13114631828
1.94611861905,4.1560709973
1.98657719294,4.18005426846
2.02787687497,4.20308755221
2.07003515123,4.22516340429
2.11306987137,4.24627568363
2.15699925609,4.26641973369
2.2018419049,4.28559257651
2.24761680399,4.30379311877
2.29434333425,4.32102236872
2.34204127949,4.33728366296
2.39073083481,4.35258290145
2.44043261516,4.36692878918
2.49116766405,4.38033308255
2.54295746248,4.39281083796
2.59582393804,4.40438066022
2.64978947414,4.4150649477
2.70487691958,4.42489013097
2.76110959812,4.43388690152
2.81851131845,4.44209042652
2.8771063842,4.44954054581
2.93691960427,4.45628194698
2.99797630331,4.46236431418
3.06030233246,4.46784244689
3.1239240803,4.4727763445
3.188868484,4.47723125333
3.25516304072,4.48127767297
3.32283581931,4.48499131954
3.39191547211,4.48845304427
3.46243124716,4.49174870661
3.53441300053,4.4949690022
3.60789120897,4.49820924696
3.68289698284,4.50156911971
3.75946207926,4.50515236698
3.83761891556,4.50906647428
3.91740058299,4.51342230946
3.99884086078,4.5183337443
4.08197423038,4.52391726092
4.1668358901,4.53029155029
4.25346176999,4.53757710989
4.34188854708,4.54589584762
4.43215366088,4.55537069856
4.52429532923,4.56612526082
4.61835256454,4.57828345563
4.71436519021,4.59196921631
4.81237385758,4.60730620942
4.91242006309,4.62441759062
5.01454616587,4.64342579646
5.11879540566,4.66445237269
5.22521192114,4.68761783824
5.3338407686,4.71304158374
5.44472794102,4.74084180223
5.55792038754,4.77113544947
5.67346603336,4.80403823073
5.79141379999,4.83966461043
5.91181362602,4.87812784121
6.0347164882,4.91954000845
6.16017442306,4.96401208672
6.28824054896,5.0116540044
6.41896908852,5.06257471324
6.55241539166,5.11688225939
6.68863595894,5.17468385317
6.82768846557,5.2360859348
6.96963178576,5.30119423373
7.11452601772,5.37011381953
7.26243250901,5.44294914253
7.41341388261,5.51980406265
7.56753406337,5.60078186532
7.72485830511,5.68598526343
7.88545321822,5.77551638453
8.04938679789,5.86947674288
8.21672845289,5.96796719596
8.38754903495,6.07108788527
8.56192086874,6.17893816163
8.73991778256,6.29161649502
8.92161513952,6.40922036944
9.10708986948,6.53184616323
9.29642050165,6.65958901552
9.48968719778,6.79254267958
9.68697178616,6.9307993639
9.88835779621,7.07444956204
10.0939304939,7.22358187237
10.3037769178,7.37828280882
10.517985916,7.538636604
10.7366481837,7.70472500607
10.9598563014,7.87662707079
11.1877047746,8.05441895038
11.4202900733,8.2381736807
11.6577106731,8.4279609685
11.9000670968,8.6238469804
12.1474619572,8.82589413549
12.4,9.03416090307
